nro,codigo,codigo_interno,nombre,mercado,tipo_cliente,latitud,longitud,supervisor,reponedor_asignado,tiempo_visita_estimado_min,lunes,martes,miercoles,jueves,viernes,sabado,frecuencia_semanal,frecuencia_mensual
235,GV228,95004,GV228,RODRIGUEZ,MAYORISTA,-16.4997017,-68.13883,SUPERVISOR 2,REPONEDOR 12,25,0,1,0,1,0,0,2,8
236,GV229,45749,GV229,RODRIGUEZ,MAYORISTA,-16.4998895,-68.1386014,SUPERVISOR 2,REPONEDOR 12,45,0,1,0,1,0,0,2,8
237,GV230,31709,GV230,RODRIGUEZ,MINORISTA,-16.5003304,-68.1385311,SUPERVISOR 2,REPONEDOR 12,20,0,1,0,1,0,0,2,8
238,GV231,80668,GV231,RODRIGUEZ,MINORISTA,-16.4993574,-68.1417336,SUPERVISOR 2,REPONEDOR 8,30,1,1,1,1,1,0,5,20
239,GV232,51382,GV232,RODRIGUEZ,MAYORISTA,-16.500759,-68.1412884,SUPERVISOR 2,REPONEDOR 8,20,0,1,1,1,1,1,5,20
240,GV233,51416,GV233,RODRIGUEZ,MAYORISTA,-16.5017329,-68.1382752,SUPERVISOR 2,REPONEDOR 8,60,1,1,1,1,1,1,6,24
241,GV234,16239,GV234,RODRIGUEZ,MINORISTA,-16.5017274,-68.1383042,SUPERVISOR 2,REPONEDOR 8,30,1,1,1,1,1,1,6,24
242,GV235,16239,GV235,RODRIGUEZ,MINORISTA,-16.5017274,-68.1383042,SUPERVISOR 2,REPONEDOR 8,40,1,1,1,1,1,1,6,24
243,GV236,32175,GV236,RODRIGUEZ,MAYORISTA,-16.4997403,-68.1398776,SUPERVISOR 2,REPONEDOR 8,40,1,1,1,1,1,1,6,24
244,GV237,125372,GV237,RODRIGUEZ,MAYORISTA,-16.5005494,-68.1394516,SUPERVISOR 2,REPONEDOR 8,40,1,1,1,1,1,1,6,24
245,GV238,109990,GV238,RODRIGUEZ,DETALLISTA,-16.5003681,-68.1385797,SUPERVISOR 2,REPONEDOR 8,20,1,1,1,1,1,1,6,24
246,GV239,87944,GV239,RODRIGUEZ,MAYORISTA,-16.5006579,-68.1391863,SUPERVISOR 2,REPONEDOR 8,15,1,1,1,1,1,1,6,24
247,GV240,77545,GV240,RODRIGUEZ,MINORISTA,-16.5005618,-68.1392802,SUPERVISOR 2,REPONEDOR 8,15,1,1,1,1,1,1,6,24
248,GV241,84154,GV241,RODRIGUEZ,MAYORISTA,-16.5005615,-68.1394384,SUPERVISOR 2,REPONEDOR 8,15,1,1,1,1,1,1,6,24
249,GV242,129708,GV242,RODRIGUEZ,MINORISTA,-16.50022507,-68.13832855,SUPERVISOR 2,REPONEDOR 8,15,1,1,1,1,1,1,6,24
250,GV243,86360,GV243,RODRIGUEZ,DETALLISTA,-16.4998013,-68.13714119,SUPERVISOR 2,REPONEDOR 8,20,0,1,1,1,1,1,5,20
251,GV244,43204,GV244,RODRIGUEZ,MAYORISTA,-16.4996409,-68.1398937,SUPERVISOR 2,REPONEDOR 8,15,1,1,1,1,1,1,6,24
252,GV245,11741,GV245,RODRIGUEZ,MAYORISTA,-16.5019865,-68.1377668,SUPERVISOR 2,REPONEDOR 3,45,1,1,1,1,1,0,5,20
253,GV246,74963,GV246,RODRIGUEZ,MAYORISTA,-16.50202139,-68.13765319,SUPERVISOR 2,REPONEDOR 3,30,1,1,1,1,1,1,6,24
254,GV247,97138,GV247,RODRIGUEZ,MAYORISTA,-16.5018011,-68.1379722,SUPERVISOR 2,REPONEDOR 3,90,1,1,1,1,1,1,6,24
255,GV248,19345,GV248,RODRIGUEZ,MAYORISTA,-16.5020275,-68.137721,SUPERVISOR 2,REPONEDOR 3,90,1,1,1,1,1,1,6,24
256,GV249,94950,GV249,RODRIGUEZ,DETALLISTA,-16.50048232,-68.13948882,SUPERVISOR 2,REPONEDOR 3,20,0,1,1,1,1,1,5,20
257,GV250,107770,GV250,RODRIGUEZ,MAYORISTA,-16.50014353,-68.14099647,SUPERVISOR 2,REPONEDOR 3,30,0,1,0,1,0,0,2,8
258,GV251,113041,GV251,RODRIGUEZ,MINORISTA,-16.50022966,-68.14113216,SUPERVISOR 2,REPONEDOR 3,20,0,1,0,1,0,0,2,8
259,GV252,97697,GV252,RODRIGUEZ,MINORISTA,-16.50067721,-68.14126227,SUPERVISOR 2,REPONEDOR 3,30,0,1,0,1,0,0,2,8
260,GV253,112263,GV253,RODRIGUEZ,MINORISTA,-16.5003149,-68.1412258,SUPERVISOR 2,REPONEDOR 3,20,0,1,0,1,0,0,2,8
261,GV254,111007,GV254,RODRIGUEZ,MINORISTA,-16.50132924,-68.13865338,SUPERVISOR 2,REPONEDOR 3,20,0,1,0,1,0,0,2,8
262,GV255,111595,GV255,RODRIGUEZ,MINORISTA,-16.50146973,-68.13848428,SUPERVISOR 2,REPONEDOR 3,30,1,0,1,0,1,0,3,12
263,GV256,26210,GV256,RODRIGUEZ,MINORISTA,-16.50233855,-68.13746591,SUPERVISOR 2,REPONEDOR 3,30,1,0,1,0,1,0,3,12
264,GV257,53544,GV257,RODRIGUEZ,MINORISTA,-16.5007939,-68.1404534,SUPERVISOR 2,REPONEDOR 3,20,1,0,1,0,1,0,3,12
265,GV258,129360,GV258,RODRIGUEZ,MINORISTA,-16.50227356,-68.13739777,SUPERVISOR 2,REPONEDOR 3,10,1,0,1,0,1,0,3,12
266,GV259,129347,GV259,RODRIGUEZ,DETALLISTA,-16.50147629,-68.13830566,SUPERVISOR 2,REPONEDOR 3,10,1,0,1,0,1,0,3,12
267,GV260,39077,GV260,VILLA FATIMA,MAYORISTA,-16.4798671,-68.12073747,SUPERVISOR 2,REPONEDOR 5,15,1,1,1,1,1,1,6,24
268,GV261,39077,GV261,VILLA FATIMA,MAYORISTA,-16.480175,-68.1207548,SUPERVISOR 2,REPONEDOR 5,15,1,1,1,1,1,1,6,24
269,GV262,82145,GV262,VILLA FATIMA,MINORISTA,-16.4784711,-68.1204135,SUPERVISOR 2,REPONEDOR 5,12,1,1,1,1,1,1,6,24
270,GV263,119536,GV263,VILLA FATIMA,MAYORISTA,-16.47997473,-68.12010997,SUPERVISOR 2,REPONEDOR 5,15,1,1,1,1,1,1,6,24
272,GV264,76945,GV264,VILLA FATIMA,MAYORISTA,-16.4795581,-68.1198325,SUPERVISOR 2,REPONEDOR 5,30,1,1,1,1,1,1,6,24
273,GV265,122658,GV265,VILLA FATIMA,MAYORISTA,-16.4801199,-68.1209754,SUPERVISOR 2,REPONEDOR 5,15,1,0,1,0,1,0,3,12
274,GV266,122658,GV266,VILLA FATIMA,MAYORISTA,-16.4800497,-68.1209232,SUPERVISOR 2,REPONEDOR 5,15,1,0,1,0,1,0,3,12
275,GV267,122658,GV267,VILLA FATIMA,MAYORISTA,-16.4803605,-68.1209784,SUPERVISOR 2,REPONEDOR 5,15,1,0,1,0,1,0,3,12
276,GV268,122668,GV268,VILLA FATIMA,MINORISTA,-16.48076582,-68.1213189,SUPERVISOR 2,REPONEDOR 5,10,1,1,1,1,1,1,6,24
277,GV269,118994,GV269,VILLA FATIMA,MAYORISTA,-16.47900922,-68.12093821,SUPERVISOR 2,REPONEDOR 5,35,1,1,1,1,1,1,6,24
278,GV270,118994,GV270,VILLA FATIMA,MAYORISTA,-16.47900922,-68.12093821,SUPERVISOR 2,REPONEDOR 5,30,1,1,1,1,1,1,6,24
279,GV271,42917,GV271,VILLA FATIMA,MAYORISTA,-16.48046279,-68.12090733,SUPERVISOR 2,REPONEDOR 5,15,1,0,1,0,1,0,3,12
280,GV272,118977,GV272,VILLA FATIMA,DETALLISTA,-16.47933921,-68.11984169,SUPERVISOR 2,REPONEDOR 5,10,0,1,0,1,0,0,2,8
281,GV273,122772,GV273,VILLA FATIMA,DETALLISTA,-16.48061176,-68.11937718,SUPERVISOR 2,REPONEDOR 5,10,0,1,0,1,0,0,2,8
282,GV274,64399,GV274,VILLA FATIMA,DETALLISTA,-16.48037837,-68.12089527,SUPERVISOR 2,REPONEDOR 5,10,0,1,0,1,0,0,2,8
283,GV275,41484,GV275,VILLA FATIMA,MINORISTA,-16.4804916,-68.1209415,SUPERVISOR 2,REPONEDOR 5,10,0,1,0,1,0,0,2,8
284,GV276,89111,GV276,VILLA FATIMA,DETALLISTA,-16.4790421,-68.1174548,SUPERVISOR 2,REPONEDOR 5,15,1,0,1,1,0,0,3,12
285,GV277,83109,GV277,VILLA FATIMA,MAYORISTA,-16.4798269,-68.120497,SUPERVISOR 2,REPONEDOR 5,25,1,0,1,1,0,0,3,12
286,GV278,88255,GV278,VILLA FATIMA,MAYORISTA,-16.48061176,-68.11937718,SUPERVISOR 2,REPONEDOR 5,30,1,0,1,1,0,0,3,12
287,GV279,43200,GV279,VILLA FATIMA,MINORISTA,-16.4805291,-68.1213281,SUPERVISOR 2,REPONEDOR 5,25,1,0,1,1,0,0,3,12
288,GV280,123201,GV280,VILLA FATIMA,MINORISTA,-16.47927358,-68.12063487,SUPERVISOR 2,REPONEDOR 5,15,0,1,0,1,0,0,2,8
289,GV281,42822,GV281,VILLA FATIMA,MAYORISTA,-16.4802145,-68.1200222,SUPERVISOR 2,REPONEDOR 6,40,1,1,1,1,1,1,6,24
290,GV282,42821,GV282,VILLA FATIMA,MINORISTA,-16.4795886,-68.120069,SUPERVISOR 2,REPONEDOR 6,30,1,1,1,1,1,1,6,24
291,GV283,65572,GV283,VILLA FATIMA,MINORISTA,-16.4796413,-68.1201847,SUPERVISOR 2,REPONEDOR 6,30,1,1,1,1,1,1,6,24
292,GV284,122330,GV284,VILLA FATIMA,MINORISTA,-16.47966225,-68.12016161,SUPERVISOR 2,REPONEDOR 6,15,1,1,1,1,1,1,6,24
293,GV285,122330,GV285,VILLA FATIMA,MINORISTA,-16.47966225,-68.12016161,SUPERVISOR 2,REPONEDOR 6,15,1,1,1,1,1,1,6,24
294,GV286,81777,GV286,VILLA FATIMA,MAYORISTA,-16.479719,-68.120557,SUPERVISOR 2,REPONEDOR 6,45,1,1,1,1,1,1,6,24
295,GV287,33528,GV287,VILLA FATIMA,MINORISTA,-16.4794352,-68.119648,SUPERVISOR 2,REPONEDOR 6,10,0,1,0,1,0,1,3,12
296,GV288,39077,GV288,VILLA FATIMA,MAYORISTA,-16.4798671,-68.12073747,SUPERVISOR 2,REPONEDOR 6,45,1,0,1,0,1,0,3,12
297,GV289,39077,GV289,VILLA FATIMA,MAYORISTA,-16.480175,-68.1207548,SUPERVISOR 2,REPONEDOR 6,45,1,0,1,0,1,0,3,12
298,GV290,122658,GV290,VILLA FATIMA,MAYORISTA,-16.4801199,-68.1209754,SUPERVISOR 2,REPONEDOR 6,20,1,0,1,0,1,0,3,12
299,GV291,131499,GV291,VILLA FATIMA,MAYORISTA,-16.4802818,-68.120968,SUPERVISOR 2,REPONEDOR 6,20,1,0,1,0,1,0,3,12
300,GV292,97432,GV292,VILLA FATIMA,MINORISTA,-16.4797174,-68.1205161,SUPERVISOR 2,REPONEDOR 6,15,0,1,0,1,1,0,3,12
301,GV293,43200,GV293,VILLA FATIMA,MINORISTA,-16.4805291,-68.1213281,SUPERVISOR 2,REPONEDOR 6,15,0,1,0,1,1,0,3,12
302,GV294,43729,GV294,VILLA FATIMA,MINORISTA,-16.479812,-68.1208224,SUPERVISOR 2,REPONEDOR 6,10,0,1,0,1,0,0,2,8
303,GV295,119471,GV295,VILLA FATIMA,MAYORISTA,-16.47940392,-68.12069031,SUPERVISOR 2,REPONEDOR 6,10,0,1,0,1,0,0,2,8
304,GV296,122468,GV296,VILLA FATIMA,DETALLISTA,-16.47961474,-68.12080736,SUPERVISOR 2,REPONEDOR 6,10,0,1,0,1,0,0,2,8
305,GV297,122243,GV297,VILLA FATIMA,MINORISTA,-16.4786511,-68.1204705,SUPERVISOR 2,REPONEDOR 6,10,0,1,0,1,0,0,2,8
306,GV298,84961,GV298,VILLA FATIMA,MAYORISTA,-16.4696732,-68.1161252,SUPERVISOR 2,REPONEDOR 6,20,0,0,0,1,0,0,1,4
307,GV299,84961,GV299,VILLA FATIMA,MAYORISTA,-16.4696732,-68.1161252,SUPERVISOR 2,REPONEDOR 6,20,0,0,0,1,0,0,1,4
308,GV300,85750,GV300,VILLA FATIMA,MAYORISTA,-16.4700446,-68.1160769,SUPERVISOR 2,REPONEDOR 6,20,0,0,0,1,0,0,1,4
309,GV301,85750,GV301,VILLA FATIMA,MAYORISTA,-16.4700446,-68.1160769,SUPERVISOR 2,REPONEDOR 6,20,0,0,0,1,0,0,1,4
310,GV302,94057,GV302,VILLA FATIMA,MAYORISTA,-16.4701565,-68.1159981,SUPERVISOR 2,REPONEDOR 6,25,0,0,0,1,0,0,1,4
311,GV303,19119,GV303,VILLA FATIMA,MAYORISTA,-16.4783793,-68.1201799,SUPERVISOR 2,REPONEDOR 11,45,1,1,1,1,1,1,6,24
312,GV304,45584,GV304,VILLA FATIMA,MAYORISTA,-16.4796753,-68.1203156,SUPERVISOR 2,REPONEDOR 11,45,1,1,1,1,1,1,6,24
313,GV305,11411,GV305,VILLA FATIMA,MINORISTA,-16.4791009,-68.1200117,SUPERVISOR 2,REPONEDOR 11,40,1,1,1,1,1,1,6,24
314,GV306,109710,GV306,VILLA FATIMA,MAYORISTA,-16.4789664,-68.1200389,SUPERVISOR 2,REPONEDOR 11,40,1,1,1,1,1,1,6,24
315,GV307,109710,GV307,VILLA FATIMA,MAYORISTA,-16.4789664,-68.1200389,SUPERVISOR 2,REPONEDOR 11,40,1,1,1,1,1,1,6,24
316,GV308,45584,GV308,VILLA FATIMA,MAYORISTA,-16.4785845,-68.1203594,SUPERVISOR 2,REPONEDOR 11,30,1,1,1,1,1,1,6,24
317,GV309,40578,GV309,VILLA FATIMA,MAYORISTA,-16.479417,-68.1202294,SUPERVISOR 2,REPONEDOR 11,20,1,1,1,1,1,1,6,24
318,GV310,45584,GV310,VILLA FATIMA,MAYORISTA,-16.4785845,-68.1203594,SUPERVISOR 2,REPONEDOR 11,15,1,1,1,1,1,1,6,24
319,GV311,34603,GV311,VILLA FATIMA,MAYORISTA,-16.47883614,-68.12039484,SUPERVISOR 2,REPONEDOR 11,20,0,1,0,1,0,0,2,8
320,GV312,122359,GV312,VILLA FATIMA,MAYORISTA,-16.48016726,-68.12094058,SUPERVISOR 2,REPONEDOR 11,25,0,1,0,1,0,0,2,8
321,GV313,127542,GV313,VILLA FATIMA,MAYORISTA,-16.4797045,-68.1204674,SUPERVISOR 2,REPONEDOR 11,45,1,0,1,0,1,0,3,12
322,GV314,127542,GV314,VILLA FATIMA,MAYORISTA,-16.4797045,-68.1204674,SUPERVISOR 2,REPONEDOR 11,45,1,0,1,0,1,0,3,12
323,GV315,45826,GV315,VILLA FATIMA,MAYORISTA,-16.4799646,-68.1210337,SUPERVISOR 2,REPONEDOR 11,45,1,0,1,0,1,0,3,12
324,GV316,48332,GV316,GARCILAZO,MINORISTA,-16.4933871,-68.1424539,SUPERVISOR 3,REPONEDOR 19,20,1,1,1,1,1,1,6,24
325,GV317,54891,GV317,GARCILAZO,MINORISTA,-16.4927429,-68.1424847,SUPERVISOR 3,REPONEDOR 19,20,1,1,1,1,1,1,6,24
326,GV318,15750,GV318,GARCILAZO,MINORISTA,-16.493184,-68.1424557,SUPERVISOR 3,REPONEDOR 19,20,1,1,1,1,1,1,6,24
327,GV319,55943,GV319,GARCILAZO,MAYORISTA,-16.494231,-68.143116,SUPERVISOR 3,REPONEDOR 19,15,1,1,1,1,1,1,6,24
328,GV320,15371,GV320,GARCILAZO,MAYORISTA,-16.4943131,-68.1434647,SUPERVISOR 3,REPONEDOR 19,30,1,1,1,1,1,1,6,24
329,GV321,19431,GV321,GARCILAZO,MAYORISTA,-16.4929934,-68.1424637,SUPERVISOR 3,REPONEDOR 19,20,1,1,1,1,1,1,6,24
331,GV322,88276,GV322,GARCILAZO,MINORISTA,-16.4935009,-68.142554,SUPERVISOR 3,REPONEDOR 19,15,1,1,1,1,1,1,6,24
332,GV323,95795,GV323,GARCILAZO,MINORISTA,-16.4940639,-68.1426373,SUPERVISOR 3,REPONEDOR 19,20,1,1,1,1,1,1,6,24
333,GV324,116604,GV324,GARCILAZO,MINORISTA,-16.4929499,-68.1425266,SUPERVISOR 3,REPONEDOR 19,15,1,1,1,1,1,1,6,24
334,GV325,199414,GV325,GARCILAZO,MINORISTA,-16.4942263,-68.1421014,SUPERVISOR 3,REPONEDOR 19,15,1,1,1,1,1,1,6,24
335,GV326,95140,GV326,GARCILAZO,MAYORISTA,-16.4940462,-68.1425857,SUPERVISOR 3,REPONEDOR 17,20,1,1,1,1,1,1,6,24
336,GV327,AUTO VENTA,GV327,GARCILAZO,MAYORISTA,-16.49418,-68.142196,SUPERVISOR 3,REPONEDOR 17,20,1,1,1,1,1,1,6,24
337,GV328,AUTO VENTA,GV328,GARCILAZO,MINORISTA,-16.49429,-68.142179,SUPERVISOR 3,REPONEDOR 17,25,1,1,1,1,1,1,6,24
338,GV329,68031,GV329,GARCILAZO,MINORISTA,-16.4944207,-68.1435892,SUPERVISOR 3,REPONEDOR 17,20,1,1,1,1,1,1,6,24
339,GV330,75000,GV330,GARCILAZO,MINORISTA,-16.4939733,-68.1423626,SUPERVISOR 3,REPONEDOR 17,25,1,1,1,1,1,1,6,24
340,GV331,94989,GV331,GARCILAZO,MINORISTA,-16.4943847,-68.1435687,SUPERVISOR 3,REPONEDOR 17,20,1,1,1,1,1,1,6,24
341,GV332,681058,GV332,GARCILAZO,MINORISTA,-16.4941799,-68.1430766,SUPERVISOR 3,REPONEDOR 17,30,1,1,1,1,1,1,6,24
342,GV333,80683,GV333,GARCILAZO,MINORISTA,-16.4941971,-68.1431665,SUPERVISOR 3,REPONEDOR 17,30,1,1,1,1,1,1,6,24
343,GV334,15022,GV334,GARCILAZO,MINORISTA,-16.4934021,-68.1423529,SUPERVISOR 3,REPONEDOR 17,30,1,1,1,1,1,0,5,20
344,GV335,105039,GV335,GARCILAZO,MINORISTA,-16.4940434,-68.142567,SUPERVISOR 3,REPONEDOR 17,25,1,1,1,1,1,1,6,24
345,GV336,70669,GV336,GARCILAZO,MAYORISTA,-16.4945267,-68.143881,SUPERVISOR 3,REPONEDOR 17,20,1,1,1,1,1,1,6,24
346,GV337,68285,GV337,GARCILAZO,MINORISTA,-16.494195,-68.1431282,SUPERVISOR 3,REPONEDOR 17,25,1,1,1,1,1,1,6,24
347,GV338,68145,GV338,GARCILAZO,MINORISTA,-16.4934117,-68.1424198,SUPERVISOR 3,REPONEDOR 17,15,1,0,1,0,1,0,3,12
348,GV339,58296,GV339,GARCILAZO,MINORISTA,-16.4933908,-68.142429,SUPERVISOR 3,REPONEDOR 17,15,1,0,1,0,1,0,3,12
349,GV340,100639,GV340,GARCILAZO,MINORISTA,-16.4934998,-68.1420199,SUPERVISOR 3,REPONEDOR 17,15,1,0,1,0,1,0,3,12
350,GV341,63575,GV341,GARCILAZO,MINORISTA,-16.4943907,-68.1448182,SUPERVISOR 3,REPONEDOR 17,15,1,0,1,0,1,0,3,12
351,GV342,84278,GV342,GARCILAZO,MAYORISTA,-16.4936731,-68.1419909,SUPERVISOR 3,REPONEDOR 17,30,1,1,1,1,1,1,6,24
352,GV343,18791,GV343,GARCILAZO,MINORISTA,-16.493401,-68.1424691,SUPERVISOR 3,REPONEDOR 17,15,0,1,0,0,1,0,2,8
353,GV344,105006,GV344,GARCILAZO,MAYORISTA,-16.4942919,-68.1434021,SUPERVISOR 3,REPONEDOR 18,30,1,1,1,1,1,1,6,24
354,GV345,119473,GV345,GARCILAZO,MAYORISTA,-16.4942898,-68.14344,SUPERVISOR 3,REPONEDOR 18,20,1,1,1,1,1,1,6,24
355,GV346,63415,GV346,GARCILAZO,MAYORISTA,-16.4943025,-68.1433927,SUPERVISOR 3,REPONEDOR 18,30,1,1,1,1,1,1,6,24
356,GV347,81441,GV347,GARCILAZO,MAYORISTA,-16.4939532,-68.1422984,SUPERVISOR 3,REPONEDOR 18,20,1,1,1,1,1,1,6,24
357,GV348,42899,GV348,GARCILAZO,MAYORISTA,-16.49398,-68.1424105,SUPERVISOR 3,REPONEDOR 18,20,1,1,1,1,1,1,6,24
358,GV349,80718,GV349,GARCILAZO,MINORISTA,-16.494114,-68.142673,SUPERVISOR 3,REPONEDOR 18,20,1,1,1,1,1,1,6,24
359,GV350,45006,GV350,GARCILAZO,MINORISTA,-16.4942958,-68.1434563,SUPERVISOR 3,REPONEDOR 18,20,1,1,1,1,1,1,6,24
360,GV351,LP-00000249,GV351,GARCILAZO,MINORISTA,-16.4941388,-68.1428205,SUPERVISOR 3,REPONEDOR 18,30,1,1,1,1,1,1,6,24
361,GV352,107601,GV352,GARCILAZO,MINORISTA,-16.4941075,-68.1428721,SUPERVISOR 3,REPONEDOR 18,25,1,1,1,1,1,1,6,24
362,GV353,92408,GV353,GARCILAZO,MINORISTA,-16.4940122,-68.1424882,SUPERVISOR 3,REPONEDOR 18,15,1,0,1,0,1,1,4,16
363,GV354,102987,GV354,GARCILAZO,MINORISTA,-16.4939622,-68.1421725,SUPERVISOR 3,REPONEDOR 18,20,0,1,0,1,0,0,2,8
364,GV355,86561,GV355,GARCILAZO,MAYORISTA,-16.4935772,-68.1424395,SUPERVISOR 3,REPONEDOR 18,30,1,1,1,1,1,1,6,24
365,GV356,122274,GV356,GARCILAZO,MAYORISTA,-16.4944846,-68.1437696,SUPERVISOR 3,REPONEDOR 18,30,1,1,1,1,1,1,6,24
366,GV357,11202,GV357,GARCILAZO,MINORISTA,-16.4939576,-68.142292,SUPERVISOR 3,REPONEDOR 18,15,1,1,1,1,1,1,6,24
367,GV358,16564,GV358,GARCILAZO,MINORISTA,-16.4946617,-68.1435135,SUPERVISOR 3,REPONEDOR 21,30,1,1,1,1,1,1,6,24
368,GV359,122030,GV359,GARCILAZO,DETALLISTA,-16.4941931,-68.1430274,SUPERVISOR 3,REPONEDOR 21,15,1,1,1,1,1,1,6,24
369,GV360,91235,GV360,GARCILAZO,MINORISTA,-16.4945684,-68.1435371,SUPERVISOR 3,REPONEDOR 21,20,1,1,1,1,1,1,6,24
371,GV361,667334,GV361,GARCILAZO,MINORISTA,-16.4940992,-68.1434935,SUPERVISOR 3,REPONEDOR 21,20,1,1,1,1,1,1,6,24
372,GV362,75183,GV362,GARCILAZO,MAYORISTA,-16.493396,-68.1426655,SUPERVISOR 3,REPONEDOR 21,30,1,1,1,1,1,1,6,24
373,GV363,68441,GV363,GARCILAZO,MAYORISTA,-16.4942271,-68.1431952,SUPERVISOR 3,REPONEDOR 21,30,1,1,1,1,1,1,6,24
374,GV364,29785,GV364,GARCILAZO,MAYORISTA,-16.4940928,-68.1427064,SUPERVISOR 3,REPONEDOR 21,25,1,1,1,1,1,1,6,24
375,GV365,113039,GV365,GARCILAZO,MINORISTA,-16.494123,-68.143451,SUPERVISOR 3,REPONEDOR 21,15,1,1,1,1,1,1,6,24
376,GV366,113063,GV366,GARCILAZO,MINORISTA,-16.4942377,-68.1432536,SUPERVISOR 3,REPONEDOR 21,10,1,1,1,1,1,1,6,24
377,GV367,116170,GV367,GARCILAZO,MINORISTA,-16.4932857,-68.1426831,SUPERVISOR 3,REPONEDOR 21,15,1,0,1,0,1,0,3,12
378,GV368,650068,GV368,GARCILAZO,MAYORISTA,-16.4941236,-68.1427734,SUPERVISOR 3,REPONEDOR 21,15,1,1,1,1,1,1,6,24
379,GV369,692916,GV369,GARCILAZO,MINORISTA,-16.4941236,-68.1427734,SUPERVISOR 3,REPONEDOR 21,15,1,1,1,1,1,1,6,24
380,GV370,18680,GV370,GARCILAZO,MAYORISTA,-16.4932564,-68.1424582,SUPERVISOR 3,REPONEDOR 14,25,1,1,1,1,1,1,6,24
381,GV371,35968,GV371,GARCILAZO,MINORISTA,-16.4933408,-68.1424662,SUPERVISOR 3,REPONEDOR 14,15,1,0,1,0,1,0,3,12
382,GV372,48335,GV372,GARCILAZO,MAYORISTA,-16.4934328,-68.1422785,SUPERVISOR 3,REPONEDOR 14,20,1,1,1,1,1,1,6,24
383,GV373,96893,GV373,GARCILAZO,MAYORISTA,-16.4943458,-68.1419787,SUPERVISOR 3,REPONEDOR 14,30,1,1,1,1,1,1,6,24
384,GV374,39220,GV374,GARCILAZO,MAYORISTA,-16.4941584,-68.1421484,SUPERVISOR 3,REPONEDOR 14,20,1,1,1,1,1,1,6,24
385,GV375,829443,GV375,GARCILAZO,MAYORISTA,-16.4934714,-68.142111,SUPERVISOR 3,REPONEDOR 14,25,1,1,1,1,1,1,6,24
386,GV376,39220,GV376,GARCILAZO,MAYORISTA,-16.4941584,-68.1421484,SUPERVISOR 3,REPONEDOR 14,20,1,1,1,1,1,1,6,24
387,GV377,71464,GV377,GARCILAZO,MAYORISTA,-16.4941579,-68.1429542,SUPERVISOR 3,REPONEDOR 14,15,1,1,1,1,1,1,6,24
388,GV378,68218,GV378,GARCILAZO,MINORISTA,-16.4940061,-68.1423046,SUPERVISOR 3,REPONEDOR 14,45,1,1,1,1,1,1,6,24
389,GV379,62643,GV379,GARCILAZO,MAYORISTA,-16.4938335,-68.1423418,SUPERVISOR 3,REPONEDOR 14,30,1,1,1,1,1,1,6,24
390,GV380,106672,GV380,GARCILAZO,MINORISTA,-16.4976571,-68.1436422,SUPERVISOR 3,REPONEDOR 14,20,0,1,0,1,0,0,2,8
391,GV381,115625,GV381,GARCILAZO,MAYORISTA,-16.4939898,-68.14235,SUPERVISOR 3,REPONEDOR 14,15,1,1,1,1,1,1,6,24
392,GV382,97332,GV382,GARCILAZO,MINORISTA,-16.4939681,-68.1423611,SUPERVISOR 3,REPONEDOR 14,15,1,1,1,1,1,1,6,24
393,GV383,44922,GV383,GARCILAZO,MINORISTA,-16.495872,-68.1412475,SUPERVISOR 3,REPONEDOR 14,20,1,1,1,1,1,1,6,24
394,GV384,75732,GV384,GARCILAZO,MINORISTA,-16.4978012,-68.144385,SUPERVISOR 3,REPONEDOR 14,15,0,1,0,1,0,0,2,8
395,GV385,109526,GV385,GARCILAZO,MINORISTA,-16.4977432,-68.1442776,SUPERVISOR 3,REPONEDOR 14,15,1,0,1,0,1,0,3,12
396,GV386,96859,GV386,GARCILAZO,MAYORISTA,-16.4938431,-68.1423348,SUPERVISOR 3,REPONEDOR 22,30,1,1,1,1,1,1,6,24
397,GV387,96859,GV387,GARCILAZO,MAYORISTA,-16.4938431,-68.1423348,SUPERVISOR 3,REPONEDOR 22,20,1,1,1,1,1,1,6,24
398,GV388,36134,GV388,GARCILAZO,MAYORISTA,-16.4940552,-68.1426411,SUPERVISOR 3,REPONEDOR 22,25,1,1,1,1,1,1,6,24
399,GV389,36134,GV389,GARCILAZO,MAYORISTA,-16.4940552,-68.1426411,SUPERVISOR 3,REPONEDOR 22,20,1,1,1,1,1,1,6,24
400,GV390,96582,GV390,GARCILAZO,MAYORISTA,-16.4944714,-68.1437699,SUPERVISOR 3,REPONEDOR 22,20,1,1,1,1,1,1,6,24
401,GV391,89112,GV391,GARCILAZO,MAYORISTA,-16.4940913,-68.1427038,SUPERVISOR 3,REPONEDOR 22,30,1,1,1,1,1,1,6,24
402,GV392,94406,GV392,GARCILAZO,MAYORISTA,-16.4937194,-68.1423811,SUPERVISOR 3,REPONEDOR 22,15,1,1,1,1,1,1,6,24
403,GV393,30578,GV393,GARCILAZO,MAYORISTA,-16.4961196,-68.1451943,SUPERVISOR 3,REPONEDOR 22,15,1,0,1,0,1,0,3,12
404,GV394,72197,GV394,GARCILAZO,MAYORISTA,-16.4961141,-68.1452318,SUPERVISOR 3,REPONEDOR 22,15,1,0,1,0,1,0,3,12
405,GV395,114193,GV395,GARCILAZO,MAYORISTA,-16.4960959,-68.1452406,SUPERVISOR 3,REPONEDOR 22,20,1,0,1,0,1,0,3,12
